0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,2,71,0.51,0.59,0.05,0.95,10,-5,11,94,94
1,3,71,0.6,0.59,0.05,0.95,9,-5,11,94,94
1,4,71,0.67,0.59,0.05,0.95,8,-5,11,94,94
1,5,71,0.72,0.59,0.05,0.95,7,-5,11,94,94
1,6,71,0.76,0.59,0.05,0.95,6,-5,11,94,94
1,7,71,0.78,0.59,0.05,0.95,5,-5,11,94,94
1,8,71,0.79,0.59,0.05,0.95,4,-5,11,94,94
1,9,71,0.78,0.59,0.05,0.95,3,-5,11,94,94
1,10,71,0.76,0.59,0.05,0.95,2,-5,11,94,94
1,11,71,0.73,0.59,0.05,0.95,1,-5,11,94,94
1,12,71,0.55,0.59,0.05,0.95,0,-5,11,94,94
1,13,67.6,0.4,0.42,0.05,0.95,9,-5,11,89,89
1,14,67.6,0.47,0.42,0.05,0.95,8,-5,11,89,89
1,15,67.6,0.52,0.42,0.05,0.95,7,-5,11,89,89
1,16,67.6,0.55,0.42,0.05,0.95,6,-5,11,89,89
1,17,67.6,0.57,0.42,0.05,0.95,5,-5,11,89,89
1,18,67.6,0.57,0.42,0.05,0.95,4,-5,11,89,89
1,19,67.6,0.56,0.42,0.05,0.95,3,-5,11,89,89
