0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,3,82.5,0.18,0.61,0.05,0.95,10,-5,11,85,85
1,4,82.5,0.17,0.61,0.05,0.95,9,-5,11,85,85
1,5,82.5,0.18,0.61,0.05,0.95,8,-5,11,85,85
1,6,82.5,0.19,0.61,0.05,0.95,7,-5,11,85,85
1,7,82.5,0.15,0.61,0.05,0.95,6,-5,11,85,85
1,8,82.5,0.11,0.61,0.05,0.95,5,-5,11,85,85
1,9,82.5,0.15,0.61,0.05,0.95,4,-5,11,85,85
1,10,82.5,0.19,0.61,0.05,0.95,3,-5,11,85,85
1,11,82.5,0.13,0.61,0.05,0.95,2,-5,11,85,85
1,12,82.5,0.07,0.61,0.05,0.95,1,-5,11,85,85
1,13,82.5,0.01,0.61,0.05,0.95,0,-5,11,85,85
0,14,0,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,0,0
0,16,0,0,0,0,0,0,0,0,0,0
1,17,57,0.31,0.79,0.05,0.95,4,-5,11,99,99
1,18,57,0.34,0.79,0.05,0.95,3,-5,11,99,99
1,19,57,0.39,0.79,0.05,0.95,2,-5,11,99,99
