0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
1,4,83.4,0.35,0.9,0.05,0.95,11,-5,11,91,91
1,5,83.4,0.3,0.9,0.05,0.95,10,-5,11,91,91
1,6,83.4,0.24,0.9,0.05,0.95,9,-5,11,91,91
1,7,83.4,0.17,0.9,0.05,0.95,8,-5,11,91,91
1,8,83.4,0.1,0.9,0.05,0.95,7,-5,11,91,91
1,9,83.4,0.03,0.9,0.05,0.95,6,-5,11,91,91
1,10,83.4,-0.05,0.9,0.05,0.95,5,-5,11,91,91
1,11,83.4,-0.13,0.9,0.05,0.95,4,-5,11,91,91
1,12,83.4,-0.22,0.9,0.05,0.95,3,-5,11,91,91
1,13,83.4,-0.19,0.9,0.05,0.95,2,-5,11,91,91
1,14,83.4,-0.15,0.9,0.05,0.95,1,-5,11,91,91
1,15,83.4,-0.1,0.9,0.05,0.95,0,-5,11,91,91
1,16,72,0.39,0.81,0.05,0.95,10,-5,11,80,80
1,17,72,0.29,0.81,0.05,0.95,9,-5,11,80,80
1,18,72,0.2,0.81,0.05,0.95,8,-5,11,80,80
1,19,72,0.12,0.81,0.05,0.95,7,-5,11,80,80
