0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-10,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-10,-9,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-10,-9,-8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
-10,-9,-8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
-10,-9,-8,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
-10,-9,-8,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-10,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-10,-9,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-10,-9,-8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
-10,-9,-8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
-10,-9,-8,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
-10,-9,-8,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
-10,-9,-8,10,9,8,7,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
-10,-9,-8,10,9,8,7,-7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-10,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
