0,0,0
2,1,5
3,1,4
4,1,3
5,1,2
6,1,1
7,0,0
9,1,8
10,1,7
11,1,6
12,1,5
13,1,4
14,1,3
15,1,2
16,1,1
17,0,0
19,1,14
20,1,13
21,1,12
22,1,11
