0,0,0
2,1,6
3,1,5
4,1,4
5,1,3
6,1,2
7,1,1
8,0,0
10,1,9
11,1,8
12,1,7
13,1,6
14,1,5
15,1,4
16,1,3
17,1,2
18,1,1
19,0,0
21,1,11
22,1,10
