0,0,0
2,1,9
3,1,8
4,1,7
5,1,6
6,1,5
7,1,4
8,1,3
9,1,2
10,1,1
11,0,0
13,1,13
14,1,12
15,1,11
16,1,10
17,1,9
18,1,8
19,1,7
20,1,6
21,1,5
