-5,-5,11,-5,-5,10,-5
-5,-5,11,-5,-5,-5,-3
-5,-5,0,-5,11,-5,-5
-5,-5,-5,11,11,-5,-5
-5,-5,-5,-5,-5,-5,11
-5,11,-5,-5,-5,-5,11
-5,10,11,-5,-5,-5,11
-5,0,-5,11,-5,-5,11
-5,0,-1,11,-5,11,11
11,-5,11,11,-5,11,10
-5,11,-5,11,-5,11,-5
11,-5,-5,0,3,11,-5
11,-2,11,-5,-5,-5,1
11,11,8,-5,0,-5,-5
-5,8,-5,-5,11,11,-5
-1,11,-5,11,11,8,-5
11,-5,-5,-5,11,11,11
11,-5,11,-2,11,-5,8
-5,11,11,11,11,-5,11
-5,11,-5,-5,-5,-5,-5
-5,11,-5,-5,11,-5,-5
1,10,-4,-4,11,-5,-5
11,-5,8,-5,11,0,11
10,,-5,-2,-5,11,11
